Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Nathan Haines Feat. Verna Francis / Earth Is The Place (Restless Soul Peaktime Mix)	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	14110565	439			5	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	256	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/5 - Francois K - Nathan Haines Feat. Verna Francis - Earth Is The Place (Restless Soul Peaktime Mix).mp3
Part 2 - Resolution	John Coltrane		A Love Supreme						Jazz	17971449	439			2		1965	10/11/10, 7:12 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/A Love Supreme/02 - John Coltrane - Part 2 - Resolution.mp3
Soul Eves	Stan Getz		Café Montmartre						Jazz	17617210	440			3	9	2002	6/29/06, 11:16 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Track 3						Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Café Montmartre/03 - Stan Getz - Soul Eves.mp3
Reverse Fall (Original Mix)	Phase Fatale		Reverse Fall		Ostgut Ton				Techno	17741188	440			1		2018	3/21/20, 5:15 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10690985_Reverse_Fall_Original_Mix.mp3
Transmission (Original Mix)	Benjamin Damage		Obsidian		50 Weapons				Techno	17763725	441			4		2015	10/27/17, 1:21 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/7002764_Transmission_Original_Mix.mp3
Salajka	LAG		All The Children Are Insane EP						Techno	17661440	441			2		2017	8/25/17, 7:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Lag_-_All_The_Children_Are_Insane_EP_-_MORD/2-Lag_-_Salajka-320kb_s_MP3.mp3
Spacejam	Kornel Kovacs	Kornél Kovacs	Smallville Ways - 10 Years						House	17748031	442			4	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Kornel Kovacs/04-Spacejam.mp3
Lcuy (Original Mix)	Keith Carnal		Sawmill		Arts				Techno	17841637	443			2		2017	8/14/18, 6:38 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9846599_Lcuy_Original_Mix.mp3
Stupid Things I Do (old school mix)	RANDOMER		Stupid Things I Do						Techno	17785856	443			2		2014	12/23/16, 10:59 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7048829_D3D944/Randomer_-_Stupid_Things_I_Do_-_Clone_Basement_Series_Holland/2-Randomer_-_Stupid_Things_I_Do_(old_school_mix)-320kb_s_MP3.mp3
Take A Shot (DJ T. Edit)	DJ Hell, Richard Bartz		DJ T. Pres. 25 Years Of DJing - 1988-2013 (One Track Per Year) - Part 1		Get Physical Music				Techno	17882041	444			10		2013	7/1/19, 7:34 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/4561395_Take_A_Shot_DJ_T__Edit.mp3
Bachelors III	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	10706281	444			8	10	2006	5/21/07, 9:41 PM	3/21/20, 2:14 PM	191	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/08 - Pat Metheny & Brad Mehldau - Bachelors III.mp3
Styx (Original Mix)	ShlÃ¸mo		Hardwave		Arts				Techno	18078515	450			2		2017	8/14/18, 6:41 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9767056_Styx_Original_Mix.mp3
Make Some Noise	Boo Williams		Home Town Chicago						House	18102843	450			3		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:31 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/3-Make_Some_Noise.mp3
Fourgan	Shasta Cults		Shasta Cults						Ambient	18098624	451			5		2019	3/21/20, 11:28 AM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://shastacults.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Shasta Cults - Shasta Cults/Shasta Cults - Shasta Cults - 05 Fourgan.mp3
Toledo	Avishai Cohen	Avishai Cohen	At Home						Jazz	10859946	452			11		2005	6/3/05, 11:14 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/At Home/11 - Avishai Cohen - Toledo.mp3
Smokin' Acid	Boo Williams		Home Town Chicago						House	18287787	455			7		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:31 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/7-Smokin_Acid.mp3
Ring of Life	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	11458691	455			4	10	2006	5/21/07, 9:40 PM	3/21/20, 2:14 PM	200	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/04 - Pat Metheny & Brad Mehldau - Ring of Life.mp3
Cast A Cold Eye	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	18300581	455			10		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 10 Cast A Cold Eye.mp3
Avadon (Part 2) (Original Mix)	ShlÃ¸mo		Avadon EP		Wolfskuil Records				Techno	18255118	455			2		2015	5/10/18, 11:29 AM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/ShlÃ¸mo/Avadon EP/02 Avadon (Part 2) (Original Mix).mp3
Television People (Original Mix)	Axel Boman		Black Magic Boman EP						House	18542434	456			1		2013	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://theaxelboman.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Axel Boman - Black Magic Boman EP/Axel Boman - Black Magic Boman EP - 01 Television People (Original Mix).mp3
Jah World / Clap	Wu-Tang Clan		The W						Rap	11093445	456			13		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	193	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/13 - Wu-Tang Clan - Jah World - Clap.mp3
OFFOFFOF (Original Mix)	SHXCXCHCXSH		OUFOUFOF		RÃ¶sten				Techno	18452498	458			4		2018	3/21/20, 5:15 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11184674_OFFOFFOF_Original_Mix.mp3
Outdoor Pursuit	Mark E		Outdoor Pursuits						House	18523416	458			4		2020	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Mark E - Outdoor Pursuits/Mark E - Outdoor Pursuits - 04 Outdoor Pursuit.mp3
Waiting For You	Tony Lionni		As One						House	18399682	459			9		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/09. Tony Lionni - Waiting For You.mp3
Find A Way	Mark E		Outdoor Pursuits						House	18566257	459			2		2020	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Mark E - Outdoor Pursuits/Mark E - Outdoor Pursuits - 02 Find A Way.mp3
Old School Flavor	Boo Williams		Home Town Chicago						House	18565735	461			6		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:31 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/6-Old_School_Flavor.mp3
Markus Enochson feat E-Man - Musical prayer	King Britt		Deep and Sexy 4						House	14009660	462			6		2007	3/21/20, 2:38 PM	3/21/20, 2:14 PM	242	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep and Sexy 4/06 - King Britt - Markus Enochson feat E-Man - Musical prayer.mp3
Part 1 - Acknowledgement	John Coltrane		A Love Supreme						Jazz	18907682	462			1		1965	10/11/10, 7:13 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/A Love Supreme/01 - John Coltrane - Part 1 - Acknowledgement.mp3
Nordic Rave 4	Kornél Kovács		Kornél Kovács ‎– Nincs EP						House	18647613	464			1		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - Kornél Kovács _– Nincs EP/Kornél Kovács - Kornél Kovács ‎– Nincs EP - 01 Nordic Rave 4.mp3
Projections (feat. Rescape)	ASC		The Astral Traveller						Drum & Bass	18691311	464			7		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 07 Projections (feat. Rescape).mp3
Zero Gravity	ASC		The Astral Traveller						Drum & Bass	18691311	464			6		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 06 Zero Gravity.mp3
Blue 6 - Sweeter love (Jay's full vocal)	King Britt		Deep and Sexy 4						House	13809663	465			12		2007	3/21/20, 2:38 PM	3/21/20, 2:14 PM	237	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep and Sexy 4/12 - King Britt - Blue 6 - Sweeter love (Jay's full vocal).mp3
Avadon (Part 1) (Antigone Remix)	ShlÃ¸mo		Avadon EP		Wolfskuil Records				Techno	18667055	465			3		2015	5/10/18, 11:29 AM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/ShlÃ¸mo/Avadon EP/03 Avadon (Part 1) (Antigone Remix).mp3
Detelinara	LAG		All The Children Are Insane EP						Techno	18692608	467			4		2017	8/25/17, 7:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Lag_-_All_The_Children_Are_Insane_EP_-_MORD/4-Lag_-_Detelinara-320kb_s_MP3.mp3
Creatures Of Habit	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	18815716	468			5		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 05 Creatures Of Habit.mp3
I Melt With You II	Robert Crouch		An Occupied Space						Ambient	18844054	468			5		2011	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://robertcrouch.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Robert Crouch - An Occupied Space/Robert Crouch - An Occupied Space - 05 I Melt With You II.mp3
Sun Orchestra / Driftin'	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	12447213	470			4	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	211	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/4 - Francois K - Sun Orchestra - Driftin'.mp3
Fifth Worship II	Kali Malone		The Sacrificial Code						Ambient	18888566	470			6		2019	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://kalimalone.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kali Malone - The Sacrificial Code/Kali Malone - The Sacrificial Code - 06 Fifth Worship II.mp3
Eric Kupper Presents Organika / Havana	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	15853461	472			7	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	268	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/7 - Francois K - Eric Kupper Presents Organika - Havana.mp3
Leaving Peaceful	STL	Stephan Laubner	Smallville Ways - 10 Years						House	19014447	473			1	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/STL/01-Leaving Peaceful.mp3
Starmaker	The Roy Hargrove Quintet		Earfood						Jazz	19113589	476			4		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/04 - The Roy Hargrove Quintet - Starmaker.mp3
Boyd Jarvis / Sunny Days	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	17010314	480			8	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	283	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/8 - Francois K - Boyd Jarvis - Sunny Days.mp3
I Melt With You I	Robert Crouch		An Occupied Space						Ambient	19298584	480			1		2011	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://robertcrouch.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Robert Crouch - An Occupied Space/Robert Crouch - An Occupied Space - 01 I Melt With You I.mp3
Five Hundred Miles High	Stan Getz		Captain Marvel						Jazz	19653857	489			2		1972	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Captain Marvel/2 - Stan Getz - Five Hundred Miles High.mp3
Cloudy	Tony Lionni		Sundance						House	13177060	490			3	4	2009	1/28/12, 7:14 PM	3/21/20, 2:14 PM	215	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Sundance/03-tony_lionni--cloudy-dh.mp3
I Thought About You	Stan Getz		Café Montmartre						Jazz	19681938	491			2	9	2002	6/29/06, 11:16 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Track 2						Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Café Montmartre/02 - Stan Getz - I Thought About You.mp3
Saba	Avishai Cohen	Avishai Cohen	At Home						Jazz	11799572	492			10		2005	6/3/05, 11:13 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/At Home/10 - Avishai Cohen - Saba.mp3
PCTSTSS (Original Mix)	SHXCXCHCXSH		STRGTHS		Avian				Techno	19975537	497			5		2013	9/19/19, 6:23 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/4529427_PCTSTSS_Original_Mix.mp3
Fluid X / Change	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	15348011	498			1	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	246	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/1 - Francois K - Fluid X - Change.mp3
La Fiesta	Stan Getz		Captain Marvel						Jazz	20289141	505			1		1972	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Captain Marvel/1 - Stan Getz - La Fiesta.mp3
El Capitan	Robert Crouch		An Occupied Space						Ambient	20382144	507			2		2011	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://robertcrouch.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Robert Crouch - An Occupied Space/Robert Crouch - An Occupied Space - 02 El Capitan.mp3
MO 16	MOD3RN		10/15						Techno	20378624	508			1		2016	3/19/16, 9:56 PM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/MOD3RN/10_15/01 MO 16.mp3
Illusion (Original Mix)	Keith Carnal		Illusion		Arts				Techno	20500656	509			1		2016	4/9/18, 1:59 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/8477021_Illusion_Original_Mix.mp3
Pop 2	GAS		Pop						Ambient	20733940	513			2		2016	3/21/20, 2:56 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file		Visit http://kompakt-gas.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/GAS - Pop/GAS - Pop - 02 Pop 2.mp3
Umbé Data	RVDS & Rau	Christopher Rau. Richard von der Schulenburg	Smallville Ways - 10 Years						House	20669626	515			10	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/RVDS & Rau/10-Umbé Data.mp3
Downtown	Moodymann		SINNER | KDJ-48						House	20675321	515			5		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 05 Downtown.mp3
Dawn 808	Lawrence	Peter M. Kersten	Smallville Ways - 10 Years						House	21067668	525			8	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Lawrence/08-Dawn 808.mp3
Hold On (Original Mix)	Lars Huismann		Reflections EP		SK BLACK				Techno	21281700	526			5		2018	8/16/18, 11:08 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10542438_Hold_On_Original_Mix.mp3
Sacer Profanare	Kali Malone		The Sacrificial Code						Ambient	21184207	528			4		2019	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://kalimalone.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kali Malone - The Sacrificial Code/Kali Malone - The Sacrificial Code - 04 Sacer Profanare.mp3
Satellite (Original Mix)	Iori		Circulate		Oktave Records				Techno	21303041	529			1		2018	8/14/18, 6:41 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10201337_Satellite_Original_Mix.mp3
Sundance	Tony Lionni		Sundance						House	11394977	530			1	4	2009	1/28/12, 7:14 PM	3/21/20, 2:14 PM	171	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Sundance/01-tony_lionni--sundance-dh.mp3
I Remember Clifford	Stan Getz		Café Montmartre						Jazz	21268093	531			7	9	2002	6/29/06, 11:16 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Track 7						Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Café Montmartre/07 - Stan Getz - I Remember Clifford.mp3
Hohle Fels	ROBERT CROUCH		A Gradual Accumulation of Ideas Becomes Truth						Ambient	21508920	536			1		2016	3/21/20, 2:46 PM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://lineimprint.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ROBERT CROUCH - A Gradual Accumulation of Ideas Becomes Truth/ROBERT CROUCH - A Gradual Accumulation of Ideas Becomes Truth - 01 Hohle Fels.mp3
Firehouse II	Robert Crouch		An Occupied Space						Ambient	21566013	537			4		2011	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://robertcrouch.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Robert Crouch - An Occupied Space/Robert Crouch - An Occupied Space - 04 Firehouse II.mp3
Falling In Love	Stan Getz		Café Montmartre						Jazz	21630669	540			6	9	2002	6/29/06, 11:16 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Track 6						Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Café Montmartre/06 - Stan Getz - Falling In Love.mp3
Pop 6	GAS		Pop						Ambient	22532209	558			6		2016	3/21/20, 2:56 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file		Visit http://kompakt-gas.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/GAS - Pop/GAS - Pop - 06 Pop 6.mp3
Tom and Joyce - Vai minha tristeza (Francois K. & Eric Kupper vocal)	King Britt		Deep and Sexy 4						House	18428880	559			2		2007	3/21/20, 2:38 PM	3/21/20, 2:14 PM	263	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep and Sexy 4/02 - King Britt - Tom and Joyce - Vai minha tristeza (Francois K. & Eric Kupper vocal).mp3
Dahilt	Sumo		Ishiki EP						House	23022434	571			3		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://sumosk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sumo - Ishiki EP/Sumo - Ishiki EP - 03 Dahilt.mp3
FMRA (Original Mix)	Subjected		Steel		Arts				Techno	23099930	574			3		2015	8/14/18, 5:50 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Subjected/Steel/03 FMRA (Original Mix).mp3
Day Waves	Stan Getz		Captain Marvel						Jazz	23335019	581			6		1972	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Captain Marvel/6 - Stan Getz - Day Waves.mp3
Time's Lie	Stan Getz		Captain Marvel						Jazz	23584750	588			4		1972	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Captain Marvel/4 - Stan Getz - Time's Lie.mp3
Pop 4	GAS		Pop						Ambient	23849826	591			4		2016	3/21/20, 2:56 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file		Visit http://kompakt-gas.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/GAS - Pop/GAS - Pop - 04 Pop 4.mp3
First Song (For Ruth)	Stan Getz		Café Montmartre						Jazz	24127981	603			9	9	2002	6/29/06, 11:17 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Track 9						Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Café Montmartre/09 - Stan Getz - First Song (For Ruth).mp3
Limbo Town (Croatoan)	ROBERT CROUCH		A Gradual Accumulation of Ideas Becomes Truth						Ambient	25029181	624			3		2016	3/21/20, 2:46 PM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://lineimprint.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ROBERT CROUCH - A Gradual Accumulation of Ideas Becomes Truth/ROBERT CROUCH - A Gradual Accumulation of Ideas Becomes Truth - 03 Limbo Town (Croatoan).mp3
Rose Wreath Crown (for CW)	Kali Malone		The Sacrificial Code						Ambient	25103619	626			3		2019	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://kalimalone.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kali Malone - The Sacrificial Code/Kali Malone - The Sacrificial Code - 03 Rose Wreath Crown (for CW).mp3
Part 3 - Pursuance	John Coltrane		A Love Supreme						Jazz	26092395	642			3		1965	10/11/10, 7:13 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/A Love Supreme/03 - John Coltrane - Part 3 - Pursuance.mp3
