Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Rat Race	Phace, Rockwell		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	13115520	313			6		2011	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/06_Phace__Rat-Race.mp3
Montpellier (feat. Anthony Moriah)	Alix Perez, Rockwell, SpectraSoul, Anthony Moriah		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	13136000	313			8		2011	3/21/20, 2:30 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net			1	3/21/20, 2:30 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/08_Alix-Perez__Montpellier--feat--Anthony-Moriah-.mp3
My Favorite Things	OutKast		Speakerboxx, The Love Below Disc 2						Rap	8090326	314			17	20	2003	9/6/09, 12:02 PM	3/21/20, 2:14 PM	205	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/17 - OutKast - My Favorite Things.mp3
Part Time Mutha	2Pac		2Pacalypse Now						Rap	9187553	314			13		1991	3/21/20, 2:43 PM	3/21/20, 2:14 PM	233	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/2Pacalypse Now/13 - 2Pac - Part Time Mutha.mp3
Urszusz	Kornél Kovács		The Bells						House	12647934	314			10		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 10 Urszusz.mp3
This Is LA	Lemon D		15 Years of Metalheadz						Drum & Bass	14933279	314			6	15	2009	3/21/20, 2:38 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/06 - Lemon D - This Is LA.mp3
Sau	Amotik		47005						Techno	12610048	314			3		2016	4/11/17, 11:21 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7278221_D3D944/Pfirter_Shlammo_Amotik_Tommy_Four_Seven_-_47005_-_47_Germany/3-Amotik_-_Sau-320kb_s_MP3.mp3
Alien Groove	Icicle		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	13172864	314			3		2011	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/03_Icicle__Alien-Groove.mp3
Floaters (Original Mix)	Joey Beltram		Places		Tresor Records				Techno	12626863	314			1		1998	7/1/19, 7:34 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/33552_Floaters_Original_Mix.mp3
Bullets (feat Diane Charlemagne)	CALIBRE		Second Sun						Drum & Bass	12614144	314			1		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/01 Bullets (feat Diane Charlemagne).mp3
Defcom 69	Total Science		15 Years of Metalheadz						Drum & Bass	14968812	315			14	15	2009	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/14 - Total Science - Defcom 69.mp3
Another Day (Miss Electric Remix)	Overbay		Bounce One		MER				Techno	12672782	315			8		2017	8/14/18, 6:40 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9976549_Another_Day_Miss_Electric_Remix.mp3
I Think Of Saturday	Moodymann		SINNER | KDJ-48						House	12671403	315			2		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 02 I Think Of Saturday.mp3
What's Beef?	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	12688024	315			8		1997	5/25/07, 11:11 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/08 - The Notorious B.I.G. - What's Beef.mp3
leaves and wish	Ulla		Tumbling Towards a Wall						Ambient	12658153	315			2		2020	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://ullastraus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Ulla - Tumbling Towards a Wall/Ulla - Tumbling Towards a Wall - 02 leaves and wish.mp3
The More You Give	Tony Lionni		As One						House	12653790	315			5		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/05. Tony Lionni - The More You Give.mp3
Gallop	YAN COOK		Hidden Message						Techno	12805120	316			2		2017	8/22/17, 8:37 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Yan_Cook_-_Hidden_Message_-_ARTS/2-Yan_Cook_-_Gallop-320kb_s_MP3.mp3
Silent Witness (Original Mix)	Psyk		Silent Witness EP		Mote Evolver				Techno	12707507	316			2		2017	8/14/18, 6:40 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9892678_Silent_Witness_Original_Mix.mp3
Be True	Commix		15 Years of Metalheadz						Drum & Bass	15022093	316			15	15	2009	3/21/20, 2:36 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/15 - Commix - Be True.mp3
A Man Under The Influence	Tilman Tausendfreund	Tilman Tausendfreund	Smallville Ways - 10 Years						House	12748258	317			11	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Tilman Tausendfreund/11-A Man Under The Influence.mp3
Can't Knock The Hustle	Jay-Z		Reasonable Doubt						Rap	12737196	317			1		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/01 Can't Knock The Hustle.mp3
Metropolis	Adam F		15 Years of Metalheadz						Drum & Bass	15064936	317			8	15	2009	3/21/20, 2:30 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:30 PM		Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/08 - Adam F - Metropolis.mp3
Mainstream	Outkast		ATLiens						Rap	12812845	318			10		1996	11/20/10, 10:42 AM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/ATLiens/10 - Outkast - Mainstream.mp3
Leather & Lace (Original Mix)	Perc, Truss		Leather & Lace		Perc Trax				Techno	12780827	318			1		2016	6/6/19, 7:22 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/7888109_Leather___Lace_Original_Mix.mp3
Long Kiss Goodnight	The Notorious B.I.G.		Life After Death [Disc 2]						Rap	12816553	318			11		1997	5/25/07, 11:10 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 2]/11 - The Notorious B.I.G. - Long Kiss Goodnight.mp3
Scriptures	DEVELOPER		Isolation Themes						Techno	12786176	318			7		2016	3/30/16, 9:19 PM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/DEVELOPER/Isolation Themes/07 Scriptures.mp3
Speak Low	The Roy Hargrove Quintet		Earfood						Jazz	12823304	319			12		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/12 - The Roy Hargrove Quintet - Speak Low.mp3
Drenched 9 (Original Mix)	SSTROM		Drenched 9-12		RÃ¶sten				Techno	12918968	319			1		2019	9/19/19, 6:23 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11830906_Drenched_9_Original_Mix.mp3
Reservoir Dogs	Jay-Z		Vol.2...Hard Knock Life						Rap	12776239	319			11		1998	6/12/07, 5:10 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Vol.2...Hard Knock Life/11-14 - Jay-Z - Reservoir Dogs.mp3
Everyday Struggle	The Notorious B.I.G.		Ready To Die						Rap	12794208	319			11		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/11 - The Notorious B.I.G. - Everyday Struggle.mp3
Consciousness	Photek		15 Years of Metalheadz						Drum & Bass	15167339	320			5	15	2009	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/05 - Photek - Consciousness.mp3
All The While	CALIBRE		Second Sun						Drum & Bass	12856832	320			3		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/03 All The While.mp3
Go Back To Go Forward	CALIBRE		Second Sun						Drum & Bass	12856832	320			8		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/08 Go Back To Go Forward.mp3
Learning, Pt. 2 (Original Mix)	Surgeon		Learning		Dynamic Tension				Techno	12868542	321			2		1997	7/1/19, 7:33 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/5635369_Learning__Pt__2_Original_Mix.mp3
Respect	The Notorious B.I.G.		Ready To Die						Rap	12868386	321			14		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/14 - The Notorious B.I.G. - Respect.mp3
I'm Okay	Stan Getz		Café Montmartre						Jazz	12872327	321			5	9	2002	6/29/06, 11:16 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		Track 5						Macintosh HD/Users/mck/Dropbox/Other Music/Stan Getz/Café Montmartre/05 - Stan Getz - I'm Okay.mp3
Do You Really (Thang, Thang)	Wu-Tang Clan		The W						Rap	9536490	322			10		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	236	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/10 - Wu-Tang Clan - Do You Really (Thang, Thang).mp3
Elite Fleet (feat. M.S., The Representativz, & Bad Vybes)	Originoo Gunn Clappaz		Da Storm						Rap	12992083	323			14		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/14 - Originoo Gunn Clappaz - Elite Fleet (feat. M.S., The Representativz, & Bad Vybes).mp3
Obstacle (Truncate Jammin Remix)	Secluded		Obstacle EP		Sleaze Records (UK)				Techno	13121756	323			2		2014	8/14/18, 6:40 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/6055219_Obstacle_Truncate_Jammin_Remix.mp3
Happy Valentine's Day	OutKast		Speakerboxx, The Love Below Disc 2						Rap	9060718	323			4	20	2003	9/6/09, 12:02 PM	3/21/20, 2:14 PM	224	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/04 - OutKast - Happy Valentine's Day.mp3
Blue 6 / Do Ya Like It? (Body&SOUL Dub)	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	10220591	324			2	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	252	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/2 - Francois K - Blue 6 - Do Ya Like It (Body&SOUL Dub).mp3
Punk (DJN)	Avishai Cohen	Avishai Cohen	At Home						Jazz	7783782	324			8		2005	6/3/05, 11:12 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/At Home/8 - Avishai Cohen - Punk (DJN).mp3
So Blue	Calibre		Overflow (Part 2)						Drum & Bass	6850612	324			9		2008	11/8/09, 9:23 PM	3/21/20, 2:14 PM	166	44100		MPEG audio file		Track 9			1	3/21/20, 2:36 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Overflow (Part 2)/09 - Calibre - So Blue.mp3
40000 L (Original Mix)	Kobosil		105		Ostgut Ton				Techno	13138880	325			1		2017	8/14/18, 6:40 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9414736_40000_L_Original_Mix.mp3
Dance... While The Record Spins	Kornél Kovács		The Bells						House	13093061	325			6		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 06 Dance... While The Record Spins.mp3
One Love	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)						Rap	13033299	325			7			3/21/20, 12:28 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)/07 - NaS - One Love.mp3
Prototype	OutKast		Speakerboxx, The Love Below Disc 2						Rap	8304972	326			7	20	2003	9/6/09, 12:02 PM	3/21/20, 2:14 PM	203	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/07 - OutKast - Prototype.mp3
My Downfall (ft. DMC)	The Notorious B.I.G.		Life After Death [Disc 2]						Rap	13142563	326			10		1997	5/25/07, 11:09 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 2]/10 - The Notorious B.I.G. - My Downfall (ft. DMC).mp3
Beat Goes On	Calibre		Overflow						Drum & Bass	7395077	327			9		2008	11/8/09, 9:23 PM	3/21/20, 2:14 PM	179	44100		MPEG audio file		Track 9						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow/09 - Calibre - Beat Goes On.mp3
Sky's the Limit (ft. 112)	The Notorious B.I.G.		Life After Death [Disc 2]						Rap	13253326	329			8		1997	5/25/07, 11:12 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 2]/08 - The Notorious B.I.G. - Sky's the Limit (ft. 112).mp3
Sacrificial Code	Kali Malone		The Sacrificial Code						Ambient	13254477	330			2		2019	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://kalimalone.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kali Malone - The Sacrificial Code/Kali Malone - The Sacrificial Code - 02 Sacrificial Code.mp3
Tooth	Kornél Kovács		Kornél Kovács ‎– Nincs EP						House	13288331	330			3		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - Kornél Kovács _– Nincs EP/Kornél Kovács - Kornél Kovács ‎– Nincs EP - 03 Tooth.mp3
Colors	Avishai Cohen		Colors						Jazz	13259244	330			5		2000	9/27/10, 5:32 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Colors/05 - Avishai Cohen - Colors.mp3
Randomer - Spooky Hermann	Headstrong		HS001						Techno	13379655	330			2		2017	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Headstrong - HS001/Headstrong - HS001 - 02 Randomer - Spooky Hermann.mp3
Pivot (Original Mix)	Perc		Three Tracks To Send To Your Ghost Producer		Perc Trax				Techno	13373284	330			3		2019	6/6/19, 7:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11598877_Pivot_Original_Mix.mp3
One Step Ahead (Dustin Zahn Remix)	Gabriella Vergilov		One Step Ahead		Enemy Records				Techno	13335073	330			2		2018	8/14/18, 6:38 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10434613_One_Step_Ahead_Dustin_Zahn_Remix.mp3
Slate-Coloured Storm	Abul Mogard		Circular Forms						Ambient	13338361	331			1		2015	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://abulmogard.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Abul Mogard - Circular Forms/Abul Mogard - Circular Forms - 01 Slate-Coloured Storm.mp3
Drummo	KOPP, Jonas		Starbust EP						Techno	13295104	331			2		2014	3/29/17, 6:10 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7250668_D3D944/Jonas_Kopp_-_Starbust_EP_-_CLR_Germany/2-Jonas_Kopp_-_Drummo-320kb_s_MP3.mp3
Roadblock (Original Mix)	Yan Cook		Razor Sharp EP		Cooked				Techno	13541436	332			1		2017	8/14/18, 6:41 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9962860_Roadblock_Original_Mix.mp3
Drop It Down (feat Singing Fats)	CALIBRE		Second Sun						Drum & Bass	13319680	332			7		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/07 Drop It Down (feat Singing Fats).mp3
Conditioner	Wu-Tang Clan		The W						Rap	7673473	332			6		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	183	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/6 - Wu-Tang Clan - Conditioner.mp3
Annie's Bittersweet Cake	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	8025370	332			9	10	2006	5/21/07, 9:42 PM	3/21/20, 2:14 PM	191	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/09 - Pat Metheny & Brad Mehldau - Annie's Bittersweet Cake.mp3
Always Lovin You	Calibre		Overflow (Part 2)						Drum & Bass	7834260	332			3		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	186	44100		MPEG audio file		Track 3						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow (Part 2)/03 - Calibre - Always Lovin You.mp3
Beacon (Original Mix)	Milkplant, John Massey		The Station EP		Darknet				Techno	13445728	332			1		2015	8/14/18, 6:23 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/6707741_Beacon_Original_Mix.mp3
Is It U	CALIBRE		Second Sun						Drum & Bass	13344768	333			6		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/06 Is It U.mp3
Bluesday w / Marcus Intalex (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	13448905	333			10		2018	11/13/18, 1:13 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591581_Bluesday_w___Marcus_Intalex_Original_Mix.mp3
Nasty Boy	The Notorious B.I.G.		Life After Death [Disc 2]						Rap	13425719	333			7		1997	5/25/07, 11:09 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 2]/07 - The Notorious B.I.G. - Nasty Boy.mp3
Arkhangelsk Nightmare	Clouds		Sharp Like A Razor						Techno	13604789	333			4		2019	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Clouds - Sharp Like A Razor/Clouds - Sharp Like A Razor - 04 Arkhangelsk Nightmare.mp3
Yapasu	Sumo		Ishiki EP						House	13515952	334			1		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://sumosk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sumo - Ishiki EP/Sumo - Ishiki EP - 01 Yapasu.mp3
Leave Me	Calibre		Overflow						Drum & Bass	8048017	335			7		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	190	44100		MPEG audio file		Track 7						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow/07 - Calibre - Leave Me.mp3
These Few	CALIBRE		Second Sun						Drum & Bass	13450240	335			14		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/14 These Few.mp3
Revolve (Original Mix)	Benjamin Damage		4600 EP		50 Weapons				Techno	13496245	335			3		2013	3/21/20, 3:18 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/4722123_Revolve_Original_Mix.mp3
Drenched 1 (Original Mix)	SSTROM		Drenched 1-4		RÃ¶sten				Techno	13601037	336			1		2019	9/19/19, 6:22 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11830961_Drenched_1_Original_Mix.mp3
Snare Tappin	Boo Williams		Home Town Chicago						House	13540816	336			4		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:31 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/4-Snare_Tappin.mp3
Heavy	Avishai Cohen		Colors						Jazz	13507929	336			2		2000	9/27/10, 5:32 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Colors/02 - Avishai Cohen - Heavy.mp3
I Whisper A Prayer	Moomin	Sebastian Genz	Smallville Ways - 10 Years						House	13539190	336			3	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Moomin/03-I Whisper A Prayer.mp3
4U	Rockwell		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	14102881	337			11		2011	3/21/20, 2:40 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/11_Rockwell__4U.mp3
RG En El Casa	Christopher Rau	Christopher Rau	Smallville Ways - 10 Years						House	13602939	338			2	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Christopher Rau/02-RG En El Casa.mp3
Ponderosa ft. Calibre	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	13647651	338			4		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 04 Ponderosa ft. Calibre.mp3
Honeypot	Calibre		Overflow (Part 2)						Drum & Bass	8118680	339			6		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	189	44100		MPEG audio file		Track 6						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow (Part 2)/06 - Calibre - Honeypot.mp3
Smokin	RANDOMER		Smokin						Techno	13604864	339			1		2017	8/22/17, 8:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Randomer_-_Smokin_-_LIES/1-Randomer_-_Smokin-320kb_s_MP3.mp3
Donat Watch This	CALIBRE		Second Sun						Drum & Bass	13606912	339			4		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/04 Donat Watch This.mp3
The Yearning	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	13683177	339			11		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 11 The Yearning.mp3
i think my tears have become good	Ulla		Tumbling Towards a Wall						Ambient	13700761	341			8		2020	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://ullastraus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Ulla - Tumbling Towards a Wall/Ulla - Tumbling Towards a Wall - 08 i think my tears have become good.mp3
Run In Circles	RHOMB		Global Patterns Part Two						Techno	13691392	341			3		2017	1/13/17, 11:49 AM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/3-Rhomb_-_Run_In_Circles-320kb_s_MP3.mp3
Stigma	Randomer		HS002						Techno	13926388	341			2		2018	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Randomer - HS002/Randomer - HS002 - 02 Stigma.mp3
Ultra Clean	Icicle, Commix		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	14266496	342			12		2011	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/12_Icicle__Ultra-Clean.mp3
Subox (Original Mix)	Perc, Truss		Leather & Lace		Perc Trax				Techno	13746543	342			2		2016	6/6/19, 7:22 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/7888113_Subox_Original_Mix.mp3
Makes Me (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	13848073	343			1		2018	11/13/18, 1:14 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591572_Makes_Me_Original_Mix.mp3
